StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q73,Q30,Q31,Q68,Q33,Q34,Q21_1,Q21_2,Q21_3,Q21_4,Q66_1,Q66_2,Q66_3,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q32_1,Q32_2,Q32_3,Q32_4,Q30,Q32,Q34,Q36,Q36,workerId,condition,sales,salessubjpron,salesobjpron,salesposspron,salessubjproncapit
2022-03-08 07:51:56,2022-03-08 08:04:02,0,74.196.62.183,100,725,1,2022-03-08 08:04:02,R_2rhXEaaqpRXPtcr,,,,,35.588592529296875,-77.14520263671875,anonymous,EN,A1OU8F92A7M3MR,,I recently volunteered for Habitat for Humanity.  Everyone was on the same team and cooperated to get the project finished on time.,5,5,Everyone involved tried very hard to accommodate each other's skill level and abilities.   Everyone offered to help if there was a challenge such as lifting something heavy or moving supplies.,1,2,1,1,7,7,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,1,1,1,5,57,2,1,4,"
                                                      🙂",A1OU8F92A7M3MR,cooperative,Andrew,he,him,his,He
2022-03-08 07:53:15,2022-03-08 08:04:07,0,98.10.13.84,100,652,1,2022-03-08 08:04:07,R_vB16Mse8eE5dCmt,,,,,43.0475006103515625,-77.09400177001953125,anonymous,EN,A2Y344XH3UDJ9B,I guess for me it was the competition between me and my 2 other friends. You see we are trying to see who can lose the most weight. If one of us loses more than the other then it gets pretty competitive between us.  It  brings out the worst in us.,,5,4," My friends and I get angry. We try to find the quickest way to lose a few pounds. We get very short with one another. We go without eating to get ahead.",5,1,6,6,5,7,1,2,5,4,4,1,1,1,1,5,1,4,5,2,1,1,1,5,2,2,1,1,1,4,69,2,1,2,,A2Y344XH3UDJ9B,competitive,Jennifer,she,her,her,She
2022-03-08 07:58:18,2022-03-08 08:04:27,0,71.90.100.74,100,368,1,2022-03-08 08:04:27,R_3e47INIG4PAZEkh,,,,,43.063995361328125,-89.3964996337890625,anonymous,EN,A2VVRCW621TZ0F,"I was interning at a small residential SUD treatment center and working with about three other core staff.  ",,5,4,"The staff was small, but for some reason, very competitive with one another. No one wanted to admit mistakes, and people frequently talked behind each other's backs, sometimes to higher ups, without talking to the other person involved. People seemed to think that their way of working was best and were constantly throwing subtle jabs at one another. ",4,1,1,1,7,6,1,2,5,2,2,1,1,1,1,5,1,3,3,1,2,2,2,5,2,2,2,2,1,5,26,2,1,4,,A2VVRCW621TZ0F,competitive,Andrew,he,him,his,He
2022-03-08 07:51:01,2022-03-08 08:04:28,0,72.2.136.174,100,807,1,2022-03-08 08:04:28,R_1KedlfhEUtEvf5U,,,,,41.4062957763671875,-86.777496337890625,anonymous,EN,A2KPEUCEE2M05G,"I was in a competitive situation with a project at work. I had to work with my coworkers to complete a big job in which we would be compared to how other clinics preformed. We all came together to get the job done. ",,4,4,"People would say things like “we have to win.” Everything surrounding the project was competitive in nature. ",4,1,5,5,5,6,2,2,4,4,4,3,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,4,36,2,1,3,,A2KPEUCEE2M05G,competitive,Andrew,he,him,his,He
2022-03-08 07:56:12,2022-03-08 08:04:36,0,73.74.41.14,100,503,1,2022-03-08 08:04:36,R_2Qht4rMeMAXNuwK,,,,,42.36529541015625,-87.94719696044921875,anonymous,EN,A1O1968IS4QJ33,"At my daughter's school, the moms volunteer for social status and control over the school leadership. I provided my help often, but there are many times I've noticed that becaue I'm  not in a certain group, I will be excluded. Because this is a school, most manipulative and competitive means and back handed and very subtle. It can be hard to juat be a mom wanting to help out from a good heart and a good place.",,4,3,"They create cliques and only let certain people in the in-group. They will also favor certain individuals due to their status, making individual compete for networking opportunities ",5,1,2,5,3,6,1,2,5,3,3,1,1,1,2,4,1,3,4,1,1,1,1,4,4,2,2,2,1,5,33,2,3,5,,A1O1968IS4QJ33,competitive,Jennifer,she,her,her,She
2022-03-08 07:54:23,2022-03-08 08:05:14,0,74.105.87.206,100,650,1,2022-03-08 08:05:14,R_3ERpoBH8EeCJCbo,,,,,40.2458953857421875,-74.28130340576171875,anonymous,EN,A34YJ1PY7O65TB,,My daughter recently moved and we rented a moving van to help her.  The whole family was there working together to help her move to her new apartment.,5,4,"We all had the same task of loading the moving van and unloading it.  But we also had to cooperate in the actual moving of all the items because some were heavy and required 2 or more people, while others were light, so that my daughter could move them herself. ",1,2,2,2,4,6,1,2,5,2,3,1,2,1,1,2,1,4,2,3,3,4,4,5,4,2,1,1,2,3,56,1,1,4,"My answers in the final section about motivation may seem contradictory, but I believe fear can be a motivator.  But it can also backfire.  In the short-term the sales people may be motivated by fear, but over the long-term they will start leaving the company, so it can definitely backfire.",A34YJ1PY7O65TB,cooperative,Andrew,he,him,his,He
2022-03-08 08:00:19,2022-03-08 08:05:30,0,172.7.16.54,100,310,1,2022-03-08 08:05:30,R_3dYS3LbLas9C4Ab,,,,,41.3769989013671875,-81.6587982177734375,anonymous,EN,A1DWO1ER21A6HL,,We had to implement a new video imaging system in our G.I. procedure labs across our hospital system. This took collaboration with medical teams IT and facilities in order to install hardware and train physicians to use the software. This was a year-long effort and took the efforts of everyone involved. We had to work together and coordinate our skills to achieve the task.,5,5,"People work together to plan the project. We then had to work together to install hardware, train users, and implement the process smoothly.",1,2,3,4,6,6,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,2,2,1,4,39,1,1,5,,A1DWO1ER21A6HL,cooperative,Andrew,he,him,his,He
2022-03-08 08:01:09,2022-03-08 08:06:00,0,174.192.8.201,100,291,1,2022-03-08 08:06:00,R_1hzfL5ZipmKbUXK,,,,,41.7041015625,-72.6790008544921875,anonymous,EN,ANX7HSRJL4IYC,,"I was managing a project for a homeless shelter with a tight deadline. We only had a couple months to renovate this building and get it habitable, as winter was on the horizon and we wanted to be able to house bums for the winter in the shelter. All construction trades coordinated, and worked together how I’ve never seen in a construction environment before. Everyone wa swilling to talk and share tools and tips and help eachother out. It brought out the best of all people involved, and we managed to get the project completed in time to house bums for the winter. ",5,5,"People spoke and kept eachother in the loop with regards to what was going on and any problems that may have arose. Everyone coordinated their work and gave enough time and space for others to get their work done as well. ",1,2,6,5,1,4,1,2,5,3,2,2,2,2,2,5,2,3,3,3,2,1,5,5,1,2,3,3,3,2,27,1,1,4,,ANX7HSRJL4IYC,cooperative,Jennifer,she,her,her,She
2022-03-08 08:01:05,2022-03-08 08:07:13,0,167.73.35.105,100,367,1,2022-03-08 08:07:13,R_3F5qtwDDyWe9QiD,,,,,42.889892578125,-85.61479949951171875,anonymous,EN,A206OZA6TLMICE,"Im always in a competitive state when running my own small business. I compete with other small businesses for sales ",,5,4,"crafting, like making cups and shirts and prices ",5,1,5,5,5,7,2,2,3,1,4,1,1,1,1,5,1,1,1,1,1,3,3,3,3,2,5,5,5,1,37,2,1,2,,A206OZA6TLMICE,competitive,Jennifer,she,her,her,She
2022-03-08 08:00:36,2022-03-08 08:07:19,0,172.101.130.149,100,402,1,2022-03-08 08:07:19,R_1dpgp8dzh1RIb3A,,,,,43.0780029296875,-77.83750152587890625,anonymous,EN,ARHM06ZVMD66V,I work for a company where we all manages different accounts but our customers sell to end users.  It frequent that each of us will get the same opportunity from our customers for the same end customer and instead of providing a uniform rate we compete against ourelves to win the deal to hit our own numbers.,,5,5,They would try and undercut another internal comptetitve bid to sway that business to them.  We all know the company will win but the competition between us drives down the rate and revenue the company will see.,5,1,6,6,7,7,1,2,5,1,2,1,1,1,1,5,1,4,2,3,1,1,1,5,2,2,4,1,1,4,47,1,1,4,"I've worked for bosses like Jennifer before, never works out well for them.",ARHM06ZVMD66V,competitive,Jennifer,she,her,her,She
2022-03-08 07:57:03,2022-03-08 08:07:32,0,192.189.187.118,100,629,1,2022-03-08 08:07:33,R_3LaUG3WTB2B0O8q,,,,,35.0323944091796875,-89.8144989013671875,anonymous,EN,A37MQE3V7PAGMB,"I worked at a large logistics company and at a large station within our network that opened in 2016.   A lot of us started here at the same time and compete with each other to move up in the company.  Many of us have moved up to managers or gone on to different hubs but continue moving higher.  We all share a special bond because we opened a building together, but we still all try to look better than everyone else by moving higher and achieving success. ",,5,4,"Apply for higher positions with more responsibility and purchase expensive cars. ",5,1,5,5,4,6,1,2,5,2,2,2,2,2,2,5,1,3,3,2,2,1,2,4,2,2,2,1,1,4,42,1,1,4,,A37MQE3V7PAGMB,competitive,Jennifer,she,her,her,She
2022-03-08 07:56:34,2022-03-08 08:07:47,0,152.11.27.133,100,673,1,2022-03-08 08:07:48,R_2TUlsTZDfPUl2gz,,,,,36.14300537109375,-80.3072967529296875,anonymous,EN,A16E8BQLG16N3F,,"When I am helping my co-worker take care of a patient. We work together to obtain the best possible patient care without each other the patient would have less efficient care. This would result in diminish patient care.    ",4,4,"My co-worker performs a task to help decrease the patients pain during and after surgery. I help by checking in the patient, positioning the patient, and giving sedation to the patient. Then my other co-worker double checks everything. ",5,2,5,5,4,6,2,2,5,3,3,2,2,2,2,4,2,2,3,3,2,2,4,5,2,2,2,2,2,3,28,1,1,4,,A16E8BQLG16N3F,cooperative,Jennifer,she,her,her,She
2022-03-08 08:01:24,2022-03-08 08:08:08,0,107.213.128.60,100,404,1,2022-03-08 08:08:09,R_1gMdrtSX6Ijw2yO,,,,,26.73699951171875,-80.2758026123046875,anonymous,EN,A4MPIBF6ZIY2Q,"I was managing a team to work on a very large report. Several of the team members would rather work on their own pet projects and were being selfish. Getting them to allocate their time to the team project was made worse by the fact that all employees were competing for a limited number of bonuses, so it was in their interest to sabotage everyone else.",,5,3,"For the team project, people would do the least amount of work possible and literally show disinterest. This equated to making me look futile and also translated into me having to do their work for them.",3,1,3,4,5,7,1,2,5,2,3,2,2,4,1,4,2,3,2,3,1,3,2,4,3,2,2,2,2,5,51,1,1,6,,A4MPIBF6ZIY2Q,competitive,Andrew,he,him,his,He
2022-03-08 07:59:44,2022-03-08 08:08:46,0,98.25.228.22,100,542,1,2022-03-08 08:08:46,R_2VJ8XCZS7Dgzypz,,,,,34.1416015625,-80.88860321044921875,anonymous,EN,A2JZ94AKD2IFGZ,"My family was playing a VR video game together and everyone was trying to beat each others' high scores. It was all in fun though, and no one sabotaged anyone else.",,5,4,Attempting to beat the high scores.,4,1,2,4,6,7,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,2,2,3,3,1,5,41,3,1,4,,A2JZ94AKD2IFGZ,competitive,Andrew,he,him,his,He
2022-03-08 08:02:45,2022-03-08 08:09:45,0,166.216.159.141,100,419,1,2022-03-08 08:09:45,R_3Lj8aPk2vSmmyZN,,,,,39.9586944580078125,-82.9987030029296875,anonymous,EN,A1VBC58U3N5OFH,I took a trip to New York City and I went to an observation deck called The Edge.  It is 100 stories up and has a section of glass floor.  I was disappointed to see lots of people literally fighting to stand/sit on this portion of glass.  I wanted to see it myself but I had to wait quite a bit for some of the excitement to die down.  A picture would have been nice but I was satisfied by having the chance to walk across it instead.,,5,5,They were fighting each other to lie down or sit on the glass.  There really wasn't a lot of room to pose so everyone was trying to get what they could.  It was a big commotion.,4,1,6,6,6,6,1,2,5,4,4,4,2,2,1,5,2,5,5,4,4,1,1,5,4,2,2,4,4,3,46,1,1,4,,A1VBC58U3N5OFH,competitive,Andrew,he,him,his,He
2022-03-08 07:58:10,2022-03-08 08:09:56,0,71.232.6.232,100,706,1,2022-03-08 08:09:57,R_51GEDS1cfzlFAD7,,,,,43.1699981689453125,-73.05269622802734375,anonymous,EN,A3GDESDB1DOTLV,,"I hurt my back while skiing. I stand all day at work not realizing They new I was in a Pain my customer brought me over a chair. He said ""take a break. Ill wait"" Ir was so nice I almost cried.  Another client started cleaning and and asking what else she could do to make my day a little easier.",5,5,The people involved helped me get through a rough day. They was patient and helpful.,1,2,3,4,5,6,1,2,4,3,3,2,2,2,1,4,2,4,4,1,2,2,2,4,3,2,2,2,1,3,49,2,1,3,,A3GDESDB1DOTLV,cooperative,Andrew,he,him,his,He
2022-03-08 08:01:19,2022-03-08 08:10:33,0,71.57.98.142,100,554,1,2022-03-08 08:10:34,R_1LFIounAjtBxsQG,,,,,41.7082977294921875,-87.97640228271484375,anonymous,EN,A34B9L8N0Q7LEG,,The above mentioned situation in which I had before was in my office. We complete our projects co-operatively and work selflessly to meet the requirement made by the manager.,5,5,We have done our team project which had to be submitted on time. We together worked with various solutions to complete the project.,5,2,6,5,5,7,5,2,1,5,4,4,2,5,4,1,2,4,4,4,5,5,4,4,5,2,4,3,1,5,37,1,1,5,,A34B9L8N0Q7LEG,cooperative,Jennifer,she,her,her,She
2022-03-08 08:00:02,2022-03-08 08:10:41,0,47.199.170.202,100,638,1,2022-03-08 08:10:42,R_1q1Hok0b0hL4dIY,,,,,28.0684051513671875,-82.75930023193359375,anonymous,EN,A1TXCO12MCTP8P,"This actually happened in the supermarket. Even though there are shortages still, twelve months ago, they were more widespread. The supermarket had a really good promotion on pasta, and I wanted to grab a couple of boxes to take advantage of the sale. However, there was a crowd around both the shelf and the special display. The store had forgotten to put a purchase limit  so the people were pushing and shoving to grab as much as they could to put in their carts. I was able to grab the two boxes that I wanted by reaching in when someone moved out of the crowd. It was crazy.",,5,4,They pushed and shoved to take advantage of a really good promotion on pasta in the supermarket.,5,1,1,1,7,7,1,2,5,2,2,1,1,1,1,5,1,2,2,2,1,2,1,5,2,2,3,1,1,5,56,2,1,5,,A1TXCO12MCTP8P,competitive,Andrew,he,him,his,He
2022-03-08 07:51:58,2022-03-08 08:11:25,0,71.63.0.238,100,1166,1,2022-03-08 08:11:25,R_2dFmTp3tvsAg9j1,,,,,38.070404052734375,-78.90670013427734375,anonymous,EN,A21Q4AAEL4AV3G,"The position Director of Operations was opening up.  As the Senior Manager I was the one who was being groomed for the position.  I'd also assisted in the position when the Director was out for any reason.  Basically it was a known fact I would get the position.  As the time became closer a junior manager started forging emails, deleting emails and starting rumors in order to diminish my character and tarnish my reputation and accomplishments.  However, he was unaware the server maintains daily all information to easily confirm the sabotage and confirm who the real culprit was and where truth was.  ",,5,5,"Emails were forged against me and also deleted to try to handicap projects being lead my me.  Also, rumors were started to tarnish my character and accomplishments to uplift the other in hopes they would have a better shot at the new position. ",5,1,1,3,3,7,1,2,5,2,3,1,2,1,1,5,1,1,3,1,1,2,1,5,2,2,1,1,1,5,44,2,2,5,"This was a great survey.  Really made me think about myself and how I lead. ",A21Q4AAEL4AV3G,competitive,Jennifer,she,her,her,She
2022-03-08 08:02:28,2022-03-08 08:11:36,0,24.151.126.210,100,548,1,2022-03-08 08:11:36,R_2wKUefcyY0wRN36,,,,,41.9279022216796875,-73.06939697265625,anonymous,EN,A27VFM67RPD2L5,,"The most cooperative situation I've been in in the last 12 months was, I believe, when my husband and I worked together on doing our taxes. I had, in the past, been doing them myself, and pulling my hair out every year doing them, but working together with him made the task much easier. He was able to organize all our receipts and the like in a way that made my part of the task a breeze and we had a good laugh over it as well! I don't work much with others (I work from home by myself) so this is probably the best example I can provide. ",5,4,"We actually worked together well, with each one of us quickly falling into ""whatever job I do best"" mode, with my husband taking the parts of the task he was better at, and me taking the parts I was best at. We showed supreme patience with each other, actually, when we had to bring those two parts of the task together, and we maintained a very light hearted attitude about it, joking and laughing, which actually helped reduce the stress of what usually is a very stressful task.",1,2,1,1,4,7,1,2,5,1,1,1,1,1,1,5,1,1,3,1,1,1,1,5,1,2,3,3,3,5,50,2,1,2,,A27VFM67RPD2L5,cooperative,Jennifer,she,her,her,She
2022-03-08 07:57:34,2022-03-08 08:13:48,0,75.118.232.84,100,974,1,2022-03-08 08:13:48,R_3I0MYzy8np8drcz,,,,,40.1873016357421875,-82.989898681640625,anonymous,EN,A2RSG8IMB0ZOB5,,We needed a new roof for the Women's City Club.  This was a great expense and we needed to raise the funds through various events this past year.  Everyone worked hard on the events and they were very successful and we raised the funds needed.,5,5,"All of our events required a committee to plan the event and then many club members to work on the event.  Everyone cooperated in getting what was needed to be done.  ",1,2,1,1,5,7,1,2,5,2,2,1,1,1,1,5,1,1,4,1,1,5,5,5,5,2,4,4,1,5,64,2,1,4,,A2RSG8IMB0ZOB5,cooperative,Andrew,he,him,his,He
2022-03-08 08:11:39,2022-03-08 08:14:23,0,71.85.196.97,100,164,1,2022-03-08 08:14:23,R_1hT3yHaziqwXBpF,,,,,38.7471923828125,-90.724700927734375,anonymous,EN,A3QZR74LEDS1IH,the good of the survey,,2,2,good survey,3,1,5,6,7,4,4,5,4,4,4,4,4,4,4,5,3,4,5,3,4,5,4,4,5,5,5,4,5,4,46,2,2,4,good,A3QZR74LEDS1IH,competitive,Jennifer,she,her,her,She
2022-03-08 08:03:18,2022-03-08 08:14:35,0,173.173.236.31,100,677,1,2022-03-08 08:14:36,R_V1EKk88x3jRNINX,,,,,26.181304931640625,-97.74829864501953125,anonymous,EN,A3EHI7J2E5DSJK,"i was trying my best to make a sales goal. other coworkers tried to take my sales away from me. ",,4,3,"take my sales ",5,1,5,6,5,7,4,2,4,3,3,3,3,4,4,4,3,3,2,3,3,3,3,3,4,2,3,3,2,2,28,1,3,3,,A3EHI7J2E5DSJK,competitive,Andrew,he,him,his,He
2022-03-08 08:10:08,2022-03-08 08:15:33,0,104.190.114.208,100,325,1,2022-03-08 08:15:34,R_2CU0MVHWag7l5Oq,,,,,33.9405975341796875,-83.956298828125,anonymous,EN,ARUXG5FD1Q76F,,"The most recent cooperative feeling i've felt was at work last week. My colleagues and I had to come up with a new way to manage Support related issues that come into us based on priorities. We got together and listened to each other which led to many great ideas. After several hours we came up with a new plan as a group, and this plan received great feedback as a result. It felt good to see the group effort payoff with such good feedback.",5,4,People offered their viewpoints and suggestions instead of sitting back and letting others come up with ideas. They also provided honest feedback to others ideas as well.,1,2,2,5,4,6,1,2,5,1,2,1,1,1,1,5,1,4,1,1,1,1,1,5,1,2,4,4,1,5,42,1,1,4,,ARUXG5FD1Q76F,cooperative,Andrew,he,him,his,He
2022-03-08 07:41:54,2022-03-08 08:17:22,0,73.45.19.200,100,2127,1,2022-03-08 08:17:22,R_1JX6G6mgtsXym9M,,,,,41.5092010498046875,-87.59380340576171875,anonymous,EN,A233LLG8YAXWF,"I play for an orchestra and there was a contest that we all participated in where we would receive a chance to play on a recording. Most of the time we are working to sound cohesive, but for the contest everyone was trying to get ahead so they didn't care about anything, but themselves. There were a lot of fights because of this and it wasn't fun being around most of the group.",,5,4,Basically people putting each other down and trying to make the other person do badly on their audition. Someone also stole sheet music so they wouldn't be able to participate.,5,1,2,1,4,6,1,2,5,1,2,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,1,1,1,4,33,2,2,4,Nothing that I can think of,A233LLG8YAXWF,competitive,Andrew,he,him,his,He
2022-03-08 08:04:20,2022-03-08 08:18:31,0,71.214.196.51,100,850,1,2022-03-08 08:18:31,R_31dyD2JbMn5CIrb,,,,,28.927398681640625,-81.981903076171875,anonymous,EN,A1OUBPOCEOG55N,,"Last weekend my husband and I cut, washed, blanched, ice-bathed and froze several bags of collard greens from our home garden. He cut them. I gathered them and brought them inside to wash. When they were sufficiently clean of sand, etc., we set to work prepping them. We worked together for hours to get the greens put up.",5,5,"My husband chose to be in charge of blanching the greens, and I was to then place them in the ice bath and lay out to dry on a towel before filling bags and freezing.",1,2,2,2,6,7,1,2,5,3,3,1,1,1,1,5,1,1,3,1,1,1,1,5,1,2,1,1,1,5,60,2,1,2,,A1OUBPOCEOG55N,cooperative,Andrew,he,him,his,He
2022-03-08 08:14:29,2022-03-08 08:19:18,0,202.182.66.26,100,289,1,2022-03-08 08:19:18,R_3ha3NoovoFGc9qm,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A1NLARSRIKKKGX,,None,2,3,"Think of the most cooperative situation you've been in during the past 12 months. It could be a project, organization, job, or event that felt cooperative — with people working together, trusting one another, and acting with generosity and honesty.",4,1,5,6,5,6,4,2,4,5,3,3,4,4,3,4,4,3,3,4,4,4,3,3,4,2,3,4,4,3,42,1,1,4,,A1NLARSRIKKKGX,cooperative,Jennifer,she,her,her,She
2022-03-08 08:00:08,2022-03-08 08:19:46,0,73.130.127.149,100,1177,1,2022-03-08 08:19:46,R_3eaFbLuhD0kRyVh,,,,,39.9300994873046875,-77.66010284423828125,anonymous,EN,A29DF24JS60P35,,The most cooperative situation I can think of is when I volunteered with other members of my church to assist with vacation Bible school this past summer. There was probably 20 of us in total helping in various capacities from teaching to food preparation for snacks and music planning.,5,5,We all worked together and towards the common goal of making vacation Bible school both fun and educational for the kids that were attending. Everyone is very kind to each other and willing to do whatever it takes to help each other out.,1,2,2,2,6,7,1,2,5,1,1,1,1,1,1,5,1,2,1,1,1,1,1,5,1,2,1,1,1,5,40,2,1,3,,A29DF24JS60P35,cooperative,Jennifer,she,her,her,She
2022-03-08 07:44:02,2022-03-08 08:22:18,0,23.121.76.86,100,2296,1,2022-03-08 08:22:19,R_2TWUAXGG6YVWria,,,,,42.7256011962890625,-87.85880279541015625,anonymous,EN,A1BDJJ3Z71CDKL,I was recently in a soccer tournament. The final game was very competitive and some people were becoming upset over some of the calls.  I played in the game but my team lost.,,5,5,They were playing a sport.  We were playing in a tournament and it was the final game.,5,1,4,4,5,5,1,2,5,3,3,1,1,2,1,5,1,4,2,3,2,2,2,5,2,2,1,1,1,5,37,1,1,4,,A1BDJJ3Z71CDKL,competitive,Andrew,he,him,his,He
2022-03-08 08:20:53,2022-03-08 08:23:02,0,75.74.236.174,100,129,1,2022-03-08 08:23:02,R_2e3vPdVD1gplvvd,,,,,26.3795928955078125,-80.10289764404296875,anonymous,EN,ACDIDJHRJ5THM,,"Working together to achieve my office floor being remodeled was a task. This took al ot of disagreements but in the end we all were able to get through it. ",5,4,WE worked together an put our ideas on paper before starting. Then we assigned tasks to wach person.,2,2,5,5,5,6,1,2,4,2,2,2,2,2,2,5,2,2,2,2,1,1,1,4,1,2,5,2,2,5,32,2,1,6,,ACDIDJHRJ5THM,cooperative,Andrew,he,him,his,He
2022-03-08 07:54:01,2022-03-08 08:25:05,0,99.82.242.202,100,1864,1,2022-03-08 08:25:06,R_1DpYXFnzXK8ZsNb,,,,,42.5137939453125,-82.93959808349609375,anonymous,EN,A385YUAFIBHQDN,"My friend always competes with me and illnesses. Whatever I have, she says she has that and 20 other things too. ",,4,2,"Try to be sicker than me. ",4,1,7,5,3,6,3,2,3,3,3,3,4,4,3,3,3,3,4,4,3,4,4,2,4,2,3,2,3,2,49,2,1,2,,A385YUAFIBHQDN,competitive,Jennifer,she,her,her,She
2022-03-08 08:04:55,2022-03-08 08:25:50,0,66.30.237.148,100,1254,1,2022-03-08 08:25:50,R_10wsI19GA7rO4tz,,,,,41.685302734375,-72.92960357666015625,anonymous,EN,A22WWSTT8TU7G1,A few weeks ago the assistant manager just up and quit and it's time to replace her. So as the manager saw it she had one of a few options; 1. continue without an assistant 2. promote the next in line ( which I felt rightfully should of been me ) 3. promote someone from the inner sanctum ( her group of friends )  We all sat on pins and needles trying to do everything in our power to impress her that is until her friends got to her. I found out later that the girl that got promoted had told her in secret that I was planning on getting another job so I wouldn't be interested in a promotion and she believed her of course. I only wish I had thought of something as devious and petty.,,5,5,For one thing they lied for the cause of self interest. Another thing they did was upstage everything I would do that was good including taking some of my ideas as their own.,5,1,7,7,4,7,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,1,1,1,5,39,2,1,2,no comments thanks for asking though ;),A22WWSTT8TU7G1,competitive,Andrew,he,him,his,He
2022-03-08 08:21:44,2022-03-08 08:27:32,0,174.250.52.5,100,347,1,2022-03-08 08:27:32,R_3dZlkJSo9Ty3m0A,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A3UC9N3EEE6733,"The last project before the end of 2021 was very important. Success on this project would result in promotion, so everyone was basically working against each other. We all did our best.",,5,5,We worked extra hours to reach the goal. Everyone was doing what they could around the clock.,5,1,4,4,4,4,3,2,3,5,5,5,5,5,5,3,3,5,5,5,3,5,3,3,3,2,5,5,3,3,24,1,1,4,,A3UC9N3EEE6733,competitive,Jennifer,she,her,her,She
2022-03-08 08:23:51,2022-03-08 08:28:23,0,184.59.97.236,100,271,1,2022-03-08 08:28:23,R_1OCTOuVAjzTU4ie,,,,,39.837799072265625,-84.1110992431640625,anonymous,EN,A23ONWDSVICDCY,,Working through an uncommon work load that was excessive and daunting.,5,4,We coordinated work between our group to achieve the ultimate goal of completing the workload in a timely and efficient manner.,1,2,2,2,4,7,1,2,5,4,2,1,1,3,2,5,1,4,3,3,3,3,2,4,3,2,3,3,3,4,32,1,1,4,,A23ONWDSVICDCY,cooperative,Jennifer,she,her,her,She
2022-03-08 08:25:03,2022-03-08 08:29:18,0,63.77.232.23,100,254,1,2022-03-08 08:29:18,R_3UhqIykMBy0oXSN,,,,,39.5802001953125,-104.90380096435546875,anonymous,EN,A30J4IZCMCR31F,Every hockey game I go to is very competitive. I felt stressed and wasn't having that much fun.,,5,5,They put on skates and try to score the most goals. They get aggressive and their mental state is serious and angry.,4,1,1,4,1,7,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,3,2,2,2,3,2,36,2,1,5,"Thank you, A30J4IZCMCR31F",A30J4IZCMCR31F,competitive,Andrew,he,him,his,He
2022-03-08 08:24:49,2022-03-08 08:31:00,0,71.238.129.194,100,370,1,2022-03-08 08:31:00,R_RDYiRUO4BMXm0Kd,,,,,34.606597900390625,-92.4904022216796875,anonymous,EN,A2WHGNG43LF3L8,,"Three months ago, a critical project was assigned by my team. That project was a crucial one for us. My team members organized and put more effort for this project and successfully completed.",5,5,"My team members worked more hours than usual for this project. ",5,1,7,7,7,6,4,2,3,4,4,4,4,5,5,3,3,4,4,3,4,4,4,4,4,2,4,5,2,5,26,1,2,4,,A2WHGNG43LF3L8,cooperative,Jennifer,she,her,her,She
2022-03-08 08:00:19,2022-03-08 08:32:48,0,63.159.178.43,100,1948,1,2022-03-08 08:32:48,R_2Ug6VhA4lOpEka2,,,,,28.3939056396484375,-81.421600341796875,anonymous,EN,AN5Y0FF1P4J4K,"My aunt is planning my cousin's wedding and has decided to make it a competition between her wedding and mine. I'm the maid of honor and have tried to help out in any way I can but they continue to push me away because I feel that they think that I'm going to sabotage her wedding or something. My aunt is convincing my cousin to do things on her own without anyone's help and to spend a lot more money than she can afford, all so that her wedding is more extravagant than mine.",,5,2,"She decided to get an extravagant wedding venue and quoted ""this is nice than her wedding venue"", referring to me. She also maxed out her credit cards buying things that she felt would impress people more.",4,1,5,5,4,6,1,2,5,1,2,1,1,1,1,4,1,2,2,1,1,1,1,5,1,2,5,5,5,1,27,2,3,3,,AN5Y0FF1P4J4K,competitive,Jennifer,she,her,her,She
2022-03-08 08:30:47,2022-03-08 08:36:04,0,68.116.204.179,100,316,1,2022-03-08 08:36:05,R_1NaWwWFotruAF83,,,,,42.3090972900390625,-71.80010223388671875,anonymous,EN,A1KMEBRRTN67LP,,"I had a group project at work to meet a deadline for a client. I worked well with my co-workers in my department to get it done. We all looked out for each other and supported one another during the process. We all smiled and laughed at any mistakes we made, or issues outside our control. We made it happen and were very successful. ",5,5,"We collaborated on various parts of the project, and added input when needed. We also overlapped aspects on one another so no one felt like they had to do it all alone. ",1,2,2,1,7,7,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,5,4,2,5,38,1,1,3,,A1KMEBRRTN67LP,cooperative,Andrew,he,him,his,He
